COUNTRY,Country,EMPSTAT,Employment status,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
NLD,Netherlands,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1371,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1363,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1359,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1363,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1354,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1350,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1351,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1341,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1346,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1355,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1349,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1359,,
NLD,Netherlands,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1359,,
NLD,Netherlands,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1462,,
NLD,Netherlands,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1452,,
NLD,Netherlands,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1435,,
NLD,Netherlands,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1427,,
NLD,Netherlands,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1448,,
NLD,Netherlands,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1434,,
NLD,Netherlands,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1430,,
NLD,Netherlands,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1430,,
NLD,Netherlands,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1430,,
NLD,Netherlands,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1422,,
NLD,Netherlands,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1421,,
NLD,Netherlands,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1422,,
NLD,Netherlands,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1413,,
NLD,Netherlands,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1418,,
NLD,Netherlands,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1429,,
NLD,Netherlands,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1424,,
NLD,Netherlands,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1437,,
NLD,Netherlands,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1433,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1777,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1770,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1769,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1771,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1796,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1785,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1767,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1754,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1739,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1721,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1741,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1735,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1723,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1747,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1760,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1754,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1740,,
NZL,New Zealand,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1751,,
NZL,New Zealand,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1836,,
NZL,New Zealand,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1825,,
NZL,New Zealand,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1826,,
NZL,New Zealand,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1823,,
NZL,New Zealand,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1830,,
NZL,New Zealand,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1815,,
NZL,New Zealand,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1795,,
NZL,New Zealand,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1774,,
NZL,New Zealand,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1761,,
NZL,New Zealand,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1740,,
NZL,New Zealand,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1755,,
NZL,New Zealand,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1746,,
NZL,New Zealand,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1734,,
NZL,New Zealand,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1752,,
NZL,New Zealand,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1762,,
NZL,New Zealand,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1757,,
NZL,New Zealand,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1752,,
NZL,New Zealand,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1753,,
NOR,Norway,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1455,,
NOR,Norway,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1429,,
NOR,Norway,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1414,,
NOR,Norway,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1400.7,,
NOR,Norway,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1420.5,,
NOR,Norway,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1422.8,,
NOR,Norway,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1419.8,,
NOR,Norway,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1426,,
NOR,Norway,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1429.5,,
NOR,Norway,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1406.8,,
NOR,Norway,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1415.3,,
NOR,Norway,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1421.1,,
NOR,Norway,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1419.7,,
NOR,Norway,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1408.1,,
NOR,Norway,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1426.9,,
NOR,Norway,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1423.9,,
NOR,Norway,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1424.4,,
NOR,Norway,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1419.1,,
POL,Poland,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1963,,
POL,Poland,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1957,,
POL,Poland,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1958,,
POL,Poland,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1956,,
POL,Poland,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1957,,
POL,Poland,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1970,,
POL,Poland,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1958,,
POL,Poland,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1953,,
POL,Poland,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1940,,
POL,Poland,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1914,,
POL,Poland,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1912,,
POL,Poland,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1911,,
POL,Poland,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1893,,
POL,Poland,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1879,,
POL,Poland,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1885,,
POL,Poland,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1923,,
POL,Poland,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1890,,
POL,Poland,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1861,,
POL,Poland,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1988,,
POL,Poland,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1974,,
POL,Poland,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1979,,
POL,Poland,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1984,,
POL,Poland,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1983,,
POL,Poland,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1994,,
POL,Poland,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1985,,
POL,Poland,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1976,,
POL,Poland,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1969,,
POL,Poland,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1948,,
POL,Poland,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1940,,
POL,Poland,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1938,,
POL,Poland,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1929,,
POL,Poland,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1918,,
POL,Poland,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1923,,
POL,Poland,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1963,,
POL,Poland,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1928,,
POL,Poland,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1895,,
PRT,Portugal,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1729,,
PRT,Portugal,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1742,,
PRT,Portugal,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1745,,
PRT,Portugal,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1735,,
PRT,Portugal,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1748,,
PRT,Portugal,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1737,,
PRT,Portugal,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1749,,
PRT,Portugal,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1731,,
PRT,Portugal,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1743,,
PRT,Portugal,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1718,,
PRT,Portugal,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1714,,
PRT,Portugal,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1701,,
PRT,Portugal,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1685,,
PRT,Portugal,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1693,,
PRT,Portugal,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1719,,
PRT,Portugal,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1683,,
PRT,Portugal,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1679,,
PRT,Portugal,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1917,,
PRT,Portugal,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1900,,
PRT,Portugal,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1894,,
PRT,Portugal,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1887,,
PRT,Portugal,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1893,,
PRT,Portugal,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1895,,
PRT,Portugal,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1883,,
PRT,Portugal,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1900,,
PRT,Portugal,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1887,,
PRT,Portugal,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1887,,
PRT,Portugal,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1890,,
PRT,Portugal,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1867,,
PRT,Portugal,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1849,,
PRT,Portugal,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1859,,
PRT,Portugal,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1867,,
PRT,Portugal,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1875,,
PRT,Portugal,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1865,,
PRT,Portugal,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1863,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1768,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1780,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1760,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1731,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1728,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1756,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1774,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1774,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1774,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1727,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1729,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1734,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1742,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1736,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1729,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1704,,
SVK,Slovak Republic,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1680,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1816,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1801,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1754,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1698,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1742,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1769,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1774,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1791,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1793,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1780,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1805,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1793,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1789,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1772,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1760,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1754,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1740,,
SVK,Slovak Republic,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1714,,
ESP,Spain,DE,Dependent employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1704.8,,
ESP,Spain,DE,Dependent employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1716.3,,
ESP,Spain,DE,Dependent employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1722.8,,
ESP,Spain,DE,Dependent employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1714.2,,
ESP,Spain,DE,Dependent employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1700.3,,
ESP,Spain,DE,Dependent employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1685.8,,
ESP,Spain,DE,Dependent employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1675,,
ESP,Spain,DE,Dependent employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1662.1,,
ESP,Spain,DE,Dependent employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1668.3,,
ESP,Spain,DE,Dependent employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1675.9,,
ESP,Spain,DE,Dependent employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1666.9,,
ESP,Spain,DE,Dependent employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1670.1,,
ESP,Spain,DE,Dependent employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1653.6,,
ESP,Spain,DE,Dependent employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1641.5,,
ESP,Spain,DE,Dependent employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1642.6,,
ESP,Spain,DE,Dependent employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1650.4,,
ESP,Spain,DE,Dependent employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1652.5,,
ESP,Spain,DE,Dependent employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1638.9,,
ESP,Spain,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1752.8,,
ESP,Spain,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1762.5,,
ESP,Spain,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1764.6,,
ESP,Spain,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1755.9,,
ESP,Spain,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1741.5,,
ESP,Spain,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1725.6,,
ESP,Spain,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1715.7,,
ESP,Spain,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1703.5,,
ESP,Spain,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1712.6,,
ESP,Spain,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1719.7,,
ESP,Spain,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1710.4,,
ESP,Spain,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1715.5,,
ESP,Spain,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1701.2,,
ESP,Spain,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1693.5,,
ESP,Spain,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1694.6,,
ESP,Spain,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1699.5,,
ESP,Spain,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1701.4,,
ESP,Spain,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1686.5,,
SWE,Sweden,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1642,,
SWE,Sweden,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1618,,
SWE,Sweden,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1595,,
SWE,Sweden,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1582,,
SWE,Sweden,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1605,,
SWE,Sweden,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1605,,
SWE,Sweden,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1599,,
SWE,Sweden,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1612,,
SWE,Sweden,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1617,,
SWE,Sweden,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1609,,
SWE,Sweden,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1635,,
SWE,Sweden,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1632,,
SWE,Sweden,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1618,,
SWE,Sweden,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1609,,
SWE,Sweden,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1609,,
SWE,Sweden,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1610,,
SWE,Sweden,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1626,,
SWE,Sweden,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1609,,
CHE,Switzerland,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1713,,
CHE,Switzerland,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1673,,
CHE,Switzerland,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1651,,
CHE,Switzerland,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1665,,
CHE,Switzerland,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1695,,
CHE,Switzerland,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1690,,
CHE,Switzerland,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1679,,
CHE,Switzerland,TE,Total employment,A,Annual,2007,2007,HOUR,Hours,0,Units,,,1669,,
CHE,Switzerland,TE,Total employment,A,Annual,2008,2008,HOUR,Hours,0,Units,,,1659,,
CHE,Switzerland,TE,Total employment,A,Annual,2009,2009,HOUR,Hours,0,Units,,,1651,,
CHE,Switzerland,TE,Total employment,A,Annual,2010,2010,HOUR,Hours,0,Units,,,1624,,
CHE,Switzerland,TE,Total employment,A,Annual,2011,2011,HOUR,Hours,0,Units,,,1619,,
CHE,Switzerland,TE,Total employment,A,Annual,2012,2012,HOUR,Hours,0,Units,,,1603,,
CHE,Switzerland,TE,Total employment,A,Annual,2013,2013,HOUR,Hours,0,Units,,,1583,,
CHE,Switzerland,TE,Total employment,A,Annual,2014,2014,HOUR,Hours,0,Units,,,1575,,
CHE,Switzerland,TE,Total employment,A,Annual,2015,2015,HOUR,Hours,0,Units,,,1589,,
CHE,Switzerland,TE,Total employment,A,Annual,2016,2016,HOUR,Hours,0,Units,,,1590,,
CHE,Switzerland,TE,Total employment,A,Annual,2017,2017,HOUR,Hours,0,Units,,,1570,,
TUR,Turkey,TE,Total employment,A,Annual,2000,2000,HOUR,Hours,0,Units,,,1937,,
TUR,Turkey,TE,Total employment,A,Annual,2001,2001,HOUR,Hours,0,Units,,,1942,,
TUR,Turkey,TE,Total employment,A,Annual,2002,2002,HOUR,Hours,0,Units,,,1943,,
TUR,Turkey,TE,Total employment,A,Annual,2003,2003,HOUR,Hours,0,Units,,,1943,,
TUR,Turkey,TE,Total employment,A,Annual,2004,2004,HOUR,Hours,0,Units,,,1918,,
TUR,Turkey,TE,Total employment,A,Annual,2005,2005,HOUR,Hours,0,Units,,,1936,,
TUR,Turkey,TE,Total employment,A,Annual,2006,2006,HOUR,Hours,0,Units,,,1944,,
